PlacemarkName,Kelurahan,Kecamatan,Kota,Provinsi,"Center Latitude","Center Longitude","Center Polygon","Status Polygon",Polygon
PULOREJO,PULOREJO,"PRAJURIT KULON","KOTA MOJOKERTO","JAWA TIMUR",-7.46455,112.4215,"POINT(112.4215 -7.46455)","Polygon Tersedia",
PURWOTENGAH,,,,,,,,,"POLYGON((112.4395000007255 -7.465300000793604, 112.4395000007255 -7.46510000236242, 112.4395000007255 -7.464999999549548, 112.4395000007255 -7.464800000219042, 112.4395000007255 -7.464699998305491, 112.4395000007255 -7.464600001787858, 112.4395000007255 -7.464499998075667, 112.4395000007255 -7.464200001328209, 112.439399998812 -7.464200001328209, 112.4389999992516 -7.464200001328209, 112.4387000016048 -7.464200001328209, 112.438499998677 -7.464200001328209, 112.4384000012601 -7.464200001328209, 112.4380999991167 -7.464200001328209, 112.4378000014699 -7.464200001328209, 112.4376999995563 -7.464200001328209, 112.4376000021394 -7.464200001328209, 112.4375000002259 -7.464200001328209, 112.4372999999961 -7.464200001328209, 112.4371999989818 -7.464000001997705, 112.4371999989818 -7.4637999981706, 112.4371999989818 -7.463399999509592, 112.4371999989818 -7.463100000963493, 112.4371999989818 -7.462999999949261, 112.4370999997662 -7.462999999949261, 112.4362000005307 -7.462999999949261, 112.4353000003957 -7.462999999949261, 112.4353000003957 -7.463199999279766, 112.4353000003957 -7.464000001997705, 112.4349999991517 -7.464000001997705, 112.4343000019446 -7.464000001997705, 112.4338000004707 -7.464000001997705, 112.4336000011402 -7.464000001997705, 112.4327000010053 -7.464000001997705, 112.4321999995313 -7.464000001997705, 112.4319999993015 -7.464000001997705, 112.4319999993015 -7.464999999549548, 112.4319999993015 -7.465599998440382, 112.4319999993015 -7.465900000583757, 112.4319999993015 -7.466300000144089, 112.4321000021145 -7.466300000144089, 112.4327999984222 -7.466300000144089, 112.433899998787 -7.466300000144089, 112.4351000010653 -7.466300000144089, 112.4363999998611 -7.46640000115832, 112.4370999997662 -7.46640000115832, 112.4382000010303 -7.46640000115832, 112.438499998677 -7.46640000115832, 112.4391000011651 -7.46640000115832, 112.4395000007255 -7.46640000115832, 112.4395000007255 -7.465999998000711, 112.4395000007255 -7.465900000583757, 112.4395000007255 -7.465799998670207, 112.4395000007255 -7.465500001023429, 112.4395000007255 -7.465300000793604))"
PURWOTENGAH,PURWOTENGAH,KRANGGAN,"KOTA MOJOKERTO","JAWA TIMUR",-7.4647,112.43575,"POINT(112.43575 -7.4647)","Polygon Tersedia",
SENTANAN,,,,,,,,,"POLYGON((112.4351000010653 -7.466300000144089, 112.433899998787 -7.466300000144089, 112.4327999984222 -7.466300000144089, 112.4321000021145 -7.466300000144089, 112.4319999993015 -7.466300000144089, 112.4319999993015 -7.466699998805097, 112.4319999993015 -7.467300001293211, 112.4319999993015 -7.467900000184044, 112.4319999993015 -7.468699999304704, 112.4319999993015 -7.469500000224001, 112.4319999993015 -7.470100000913533, 112.4319999993015 -7.470499999574542, 112.4319999993015 -7.470699999804366, 112.4319999993015 -7.471099998465377, 112.4319999993015 -7.471199999479608, 112.4319999993015 -7.471799999269763, 112.4329000012351 -7.471799999269763, 112.433899998787 -7.471799999269763, 112.4347000006056 -7.471799999269763, 112.4347999989219 -7.471799999269763, 112.4347999989219 -7.471299998695201, 112.4347999989219 -7.471000001048424, 112.4347999989219 -7.470300001143357, 112.4348999999361 -7.469900001583029, 112.4348999999361 -7.469199999879265, 112.4349999991517 -7.468800001218256, 112.4349999991517 -7.468299998845055, 112.4349999991517 -7.46810000041387, 112.4349999991517 -7.467799998270493, 112.4349999991517 -7.46770000085354, 112.4351000010653 -7.467399999609484, 112.4351000010653 -7.466699998805097, 112.4351000010653 -7.466599999589505, 112.4351000010653 -7.466300000144089))"
SENTANAN,SENTANAN,KRANGGAN,"KOTA MOJOKERTO","JAWA TIMUR",-7.46905,112.43355,"POINT(112.43355 -7.46905)","Polygon Tersedia",
SURODINAWAN,,,,,,,,,"POLYGON((112.4204000021595 -7.480400000159078, 112.4202999984473 -7.480400000159078, 112.4200000016998 -7.480400000159078, 112.4199000006855 -7.480500002072631, 112.4191999989819 -7.480400000159078, 112.4184000007605 -7.480300001842807, 112.4184000007605 -7.480500002072631, 112.417399998712 -7.480400000159078, 112.4153000007955 -7.48000000059875, 112.4151999979825 -7.480700001403136, 112.4151999979825 -7.481800000868532, 112.4151999979825 -7.482599999989191, 112.4151999979825 -7.482799998420376, 112.4153000007955 -7.482999997750881, 112.4151999979825 -7.483500000124081, 112.4151999979825 -7.483899999684412, 112.4151999979825 -7.484099999014916, 112.4151999979825 -7.484700000603766, 112.4151999979825 -7.484999999149863, 112.4151999979825 -7.485500000623745, 112.4151000005656 -7.485900000184074, 112.414299998747 -7.48569999995425, 112.4140000011002 -7.487599998540305, 112.4140000011002 -7.488200001927736, 112.4136000015399 -7.488200001927736, 112.4136000015399 -7.488400001258242, 112.4136000015399 -7.488899998235524, 112.413499998727 -7.48999999860024, 112.4134000022094 -7.490600001088354, 112.4136000015399 -7.491799999769341, 112.4136000015399 -7.491899999884311, 112.4149000021345 -7.491999999099846, 112.4149000021345 -7.492199999329727, 112.4149000021345 -7.492300000343961, 112.4149000021345 -7.492600002487336, 112.4149000021345 -7.492699999004969, 112.4149000021345 -7.492800000019202, 112.4149000021345 -7.492899999234794, 112.4149000021345 -7.493000001148347, 112.4149000021345 -7.493099997665979, 112.4149000021345 -7.493200000478851, 112.4149000021345 -7.493299997895804, 112.4149000021345 -7.493500002622227, 112.4149000021345 -7.49359999913986, 112.4151000005656 -7.494100000613741, 112.4151000005656 -7.494199998930013, 112.4149999995514 -7.494600002087623, 112.4153999982124 -7.494600002087623, 112.4156000020395 -7.493999997800871, 112.4163999993615 -7.493999997800871, 112.4164999994764 -7.493999997800871, 112.4176999999561 -7.493799999369684, 112.4180000020995 -7.493700001053412, 112.4197000013551 -7.493399999809355, 112.4199000006855 -7.493399999809355, 112.4200000016998 -7.493299997895804, 112.4202999984473 -7.493399999809355, 112.4219999977028 -7.493900002182556, 112.4221000014149 -7.493799999369684, 112.4223000007455 -7.493700001053412, 112.4226000010902 -7.493399999809355, 112.4230000006505 -7.492899999234794, 112.4231999999811 -7.492600002487336, 112.4231999999811 -7.491999999099846, 112.4231999999811 -7.491899999884311, 112.4233000027939 -7.491899999884311, 112.4233000027939 -7.491599999539517, 112.4237999997712 -7.491000000648683, 112.4241999984322 -7.49050000007412, 112.4244999996763 -7.489799998370415, 112.4244999996763 -7.489300001393133, 112.4242999994465 -7.488899998235524, 112.4241999984322 -7.488800000818571, 112.4240999992167 -7.488499997775876, 112.4240999992167 -7.488099999114866, 112.4241999984322 -7.487700000453856, 112.4241999984322 -7.487199998979974, 112.4242999994465 -7.487100001563021, 112.4241999984322 -7.486699998405413, 112.4241999984322 -7.486299998845084, 112.4240999992167 -7.485900000184074, 112.4240999992167 -7.485599998040698, 112.4246000015899 -7.484700000603766, 112.4248000009204 -7.484099999014916, 112.4248000009204 -7.484000000698643, 112.4248999992366 -7.483600002037633, 112.4253999989119 -7.482999997750881, 112.4257999984723 -7.482500001672918, 112.4259000012851 -7.482299998745134, 112.4259999978027 -7.482200001328181, 112.4259999978027 -7.48209999851531, 112.4261999989319 -7.4816999998543, 112.4244000022594 -7.481099999164826, 112.4239000007855 -7.482599999989191, 112.4201000000161 -7.481800000868532, 112.4204000021595 -7.480500002072631, 112.4204000021595 -7.480400000159078))"
SURODINAWAN,SURODINAWAN,"PRAJURIT KULON","KOTA MOJOKERTO","JAWA TIMUR",-7.4873,112.4198,"POINT(112.4198 -7.4873)","Polygon Tersedia",
WATES,,,,,,,,,"POLYGON((112.4574999998262 -7.45679999911988, 112.4572999995963 -7.455799999769397, 112.4569000018347 -7.454399999059888, 112.4567000007055 -7.453000001947714, 112.4563000002458 -7.451200000778613, 112.4560999982174 -7.45019999873017, 112.4557999996713 -7.449200000279006, 112.4554999993265 -7.448399999359651, 112.4550999988669 -7.447400000009168, 112.4543000015449 -7.447599998440352, 112.4531000001659 -7.448099999914234, 112.4521000017147 -7.44850000037394, 112.4505999981924 -7.449000000948502, 112.4495999997413 -7.449299998595279, 112.4483000000461 -7.449799998270521, 112.4473999999111 -7.45019999873017, 112.4466999991067 -7.450700000204052, 112.445599998742 -7.451600000338942, 112.4446000020895 -7.452599998790105, 112.4433000014949 -7.453800000169054, 112.442000002699 -7.454899999634449, 112.4425999997912 -7.455600001338212, 112.4426999990068 -7.455899998984933, 112.4428999992366 -7.456200000229045, 112.4428999992366 -7.456399999559551, 112.4430000002509 -7.456300001243279, 112.4431999995813 -7.456700001702927, 112.4433000014949 -7.457099999464618, 112.4430000002509 -7.45719999778089, 112.4431000012651 -7.457499999024948, 112.4435999991417 -7.457400002507313, 112.4437999975729 -7.457400002507313, 112.4438999994865 -7.457800002067643, 112.4440999997163 -7.457800002067643, 112.4442000016298 -7.457899998585276, 112.4442999990467 -7.458000000498828, 112.4444000009603 -7.458199999829334, 112.4444999983773 -7.458299998145606, 112.4444999983773 -7.458400000958476, 112.4444999983773 -7.458600000288982, 112.4444999983773 -7.458799998720167, 112.4444000009603 -7.458899999734399, 112.4442999990467 -7.459100001762862, 112.4440999997163 -7.459199997381177, 112.4440999997163 -7.459300000194049, 112.4440999997163 -7.459699999754378, 112.4440999997163 -7.459800001667929, 112.4442000016298 -7.459899999084882, 112.4442000016298 -7.460000000998433, 112.4442999990467 -7.46279999882006, 112.4442999990467 -7.462900002532308, 112.4444000009603 -7.46279999882006, 112.4444000009603 -7.462900002532308, 112.4448000005207 -7.46279999882006, 112.4455000004257 -7.462699997805828, 112.4457000006555 -7.462699997805828, 112.4461000002159 -7.462600000388875, 112.44640000146 -7.462499998475323, 112.4466000016898 -7.462499998475323, 112.4473999999111 -7.462499998475323, 112.4475000018247 -7.462499998475323, 112.4479999997013 -7.462600000388875, 112.4481999990318 -7.462699997805828, 112.4483999983623 -7.462699997805828, 112.4486000012901 -7.462699997805828, 112.4486999996063 -7.462699997805828, 112.4489999999511 -7.462600000388875, 112.4492000001809 -7.462499998475323, 112.4492999993965 -7.462400000159051, 112.4494999978277 -7.462299999144817, 112.4497999990717 -7.462299999144817, 112.4503000005457 -7.462299999144817, 112.4503000005457 -7.462099998914994, 112.4501999995314 -7.461500000024159, 112.4501999995314 -7.461199999679422, 112.4501000012151 -7.460200000328939, 112.4499999993016 -7.459800001667929, 112.4506999992067 -7.459699999754378, 112.4521000017147 -7.459399997611, 112.4532000011801 -7.459199997381177, 112.4530000018497 -7.458299998145606, 112.4528999999361 -7.457800002067643, 112.4528999999361 -7.457699998355451, 112.4528999999361 -7.457600000938498, 112.4533999996113 -7.457499999024948, 112.4543999989619 -7.457299999694442, 112.4547000002059 -7.457299999694442, 112.4559999999011 -7.456999998450384, 112.4563999994615 -7.456999998450384, 112.4567999981225 -7.456900001033431, 112.4574999998262 -7.45679999911988))"
WATES,WATES,MAGERSARI,"KOTA MOJOKERTO","JAWA TIMUR",-7.45515,112.44975,"POINT(112.44975 -7.45515)","Polygon Tersedia",
BALONGSARI,,,,,,,,,"POLYGON((112.4486000012901 -7.462699997805828, 112.4483999983623 -7.462699997805828, 112.4481999990318 -7.462699997805828, 112.4479999997013 -7.462600000388875, 112.4475000018247 -7.462499998475323, 112.4473999999111 -7.462499998475323, 112.4466000016898 -7.462499998475323, 112.44640000146 -7.462499998475323, 112.4461000002159 -7.462600000388875, 112.4457000006555 -7.462699997805828, 112.4455000004257 -7.462699997805828, 112.4448000005207 -7.46279999882006, 112.4444000009603 -7.462900002532308, 112.4444000009603 -7.46279999882006, 112.4442999990467 -7.462900002532308, 112.4442000016298 -7.462900002532308, 112.4437000019545 -7.462900002532308, 112.4435000017247 -7.462999999949261, 112.4433999980125 -7.462999999949261, 112.4428000000211 -7.462999999949261, 112.4422000002309 -7.462999999949261, 112.4416999996563 -7.462999999949261, 112.4408000004207 -7.462999999949261, 112.4401000005157 -7.462900002532308, 112.4401000005157 -7.463100000963493, 112.4401000005157 -7.463199999279766, 112.4401000005157 -7.463399999509592, 112.4401000005157 -7.463500000523823, 112.4401000005157 -7.4637999981706, 112.4401000005157 -7.463899999184832, 112.4401000005157 -7.464499998075667, 112.4401000005157 -7.465199999779373, 112.4400000004008 -7.465300000793604, 112.4398000019696 -7.465300000793604, 112.4395000007255 -7.465300000793604, 112.4395000007255 -7.465500001023429, 112.4395000007255 -7.465799998670207, 112.4395000007255 -7.465900000583757, 112.4395000007255 -7.465999998000711, 112.4395000007255 -7.46640000115832, 112.4391000011651 -7.46640000115832, 112.438499998677 -7.46640000115832, 112.4382000010303 -7.46640000115832, 112.4380999991167 -7.466499999474593, 112.4378999988869 -7.467500001523035, 112.4378999988869 -7.467599998939988, 112.4378000014699 -7.467799998270493, 112.4378000014699 -7.468199997830823, 112.4378000014699 -7.468299998845055, 112.4376999995563 -7.468699999304704, 112.4376999995563 -7.468800001218256, 112.4376000021394 -7.468999999649441, 112.4375000002259 -7.469500000224001, 112.4382999975479 -7.469599999439595, 112.4386000005906 -7.469599999439595, 112.4386000005906 -7.4697999987701, 112.4391999985821 -7.4697999987701, 112.4395999981424 -7.4697999987701, 112.4395999981424 -7.469900001583029, 112.4395999981424 -7.469999998100604, 112.4395999981424 -7.471099998465377, 112.4397000000561 -7.472300000743644, 112.4397000000561 -7.472600001088381, 112.4397000000561 -7.473099998964984, 112.4397000000561 -7.473499998525313, 112.4397000000561 -7.473700002352417, 112.4397000000561 -7.474200000229018, 112.4398000019696 -7.474200000229018, 112.4400000004008 -7.474200000229018, 112.4404999973781 -7.474100001013426, 112.4404999973781 -7.473900001682921, 112.4406000001909 -7.473900001682921, 112.4406999985072 -7.473900001682921, 112.4408000004207 -7.473900001682921, 112.4409999997513 -7.473900001682921, 112.4411000016648 -7.473900001682921, 112.4411999990817 -7.473900001682921, 112.4413000009953 -7.473900001682921, 112.4413999993116 -7.473999999099874, 112.4415000003258 -7.473999999099874, 112.4418999998861 -7.473999999099874, 112.4423000003458 -7.474100001013426, 112.4423000003458 -7.474200000229018, 112.4423000003458 -7.474300000343931, 112.4423000003458 -7.474399998660203, 112.4423000003458 -7.474500000573754, 112.4428999992366 -7.474500000573754, 112.4433000014949 -7.474399998660203, 112.4433999980125 -7.474399998660203, 112.4437000019545 -7.474399998660203, 112.4438999994865 -7.474399998660203, 112.4440999997163 -7.474300000343931, 112.4446000020895 -7.474300000343931, 112.4446000020895 -7.474200000229018, 112.4446000020895 -7.473999999099874, 112.4446000020895 -7.473900001682921, 112.4446000020895 -7.473799998870049, 112.4444999983773 -7.473799998870049, 112.4442999990467 -7.473799998870049, 112.4442000016298 -7.473799998870049, 112.4442000016298 -7.473900001682921, 112.4442000016298 -7.473999999099874, 112.4439999996014 -7.473999999099874, 112.4439999996014 -7.473900001682921, 112.4439999996014 -7.473799998870049, 112.4438999994865 -7.473700002352417, 112.4438999994865 -7.473600000438864, 112.4438999994865 -7.473499998525313, 112.4439999996014 -7.47339999930972, 112.4439999996014 -7.473300000094128, 112.4440999997163 -7.473300000094128, 112.4440999997163 -7.473200000878535, 112.4440999997163 -7.473099998964984, 112.4442000016298 -7.473099998964984, 112.4442000016298 -7.472600001088381, 112.4450999981674 -7.472500000074149, 112.4450999981674 -7.472399998160597, 112.4450999981674 -7.472300000743644, 112.4448999988369 -7.472300000743644, 112.4448999988369 -7.472199998830092, 112.4448999988369 -7.471900001183315, 112.4448999988369 -7.47170000095349, 112.4449999998511 -7.471600000838578, 112.4449999998511 -7.471299998695201, 112.4449999998511 -7.471099998465377, 112.4450999981674 -7.470699999804366, 112.4450999981674 -7.470600001488094, 112.4450999981674 -7.470199998330428, 112.4450999981674 -7.470100000913533, 112.4452000009803 -7.4697999987701, 112.445599998742 -7.4697999987701, 112.44640000146 -7.4697999987701, 112.4466000016898 -7.4697999987701, 112.4468999993366 -7.4697999987701, 112.4470999995664 -7.4697999987701, 112.4472999970982 -7.4697999987701, 112.4473999999111 -7.4697999987701, 112.4473999999111 -7.469700002252523, 112.4475000018247 -7.469300001792817, 112.4476000001409 -7.468600001887751, 112.4477999994715 -7.46770000085354, 112.4479000004857 -7.467500001523035, 112.4479000004857 -7.467399999609484, 112.4481000007155 -7.467099998365426, 112.4481000007155 -7.467000000049154, 112.4483000000461 -7.466800001617969, 112.4483000000461 -7.466699998805097, 112.4483000000461 -7.466599999589505, 112.4483000000461 -7.466499999474593, 112.4483000000461 -7.465700000353934, 112.4483000000461 -7.465599998440382, 112.4483000000461 -7.465399999109877, 112.4485000002759 -7.465300000793604, 112.4485000002759 -7.464800000219042, 112.4486000012901 -7.464200001328209, 112.4486000012901 -7.463699999854327, 112.4486000012901 -7.463300001193318, 112.4486000012901 -7.462900002532308, 112.4486000012901 -7.46279999882006, 112.4486000012901 -7.462699997805828))"
BALONGSARI,BALONGSARI,MAGERSARI,"KOTA MOJOKERTO","JAWA TIMUR",-7.4685,112.44305,"POINT(112.44305 -7.4685)","Polygon Tersedia",
KAUMAN,,,,,,,,,"POLYGON((112.4319999993015 -7.460200000328939, 112.4317999999711 -7.460200000328939, 112.4307999979226 -7.460099998415386, 112.4305999985921 -7.460299999544531, 112.4301999990317 -7.460599999889268, 112.429500000026 -7.46109999956451, 112.4291000004657 -7.461500000024159, 112.428399998762 -7.462400000159051, 112.4285999980925 -7.462499998475323, 112.4287000000061 -7.462600000388875, 112.4288000010202 -7.462600000388875, 112.4287000000061 -7.462900002532308, 112.4287000000061 -7.463100000963493, 112.4288000010202 -7.463199999279766, 112.4288999993365 -7.463599998840095, 112.4290000012501 -7.463899999184832, 112.4291000004657 -7.464099999414658, 112.4290000012501 -7.464400000658713, 112.4290000012501 -7.464699998305491, 112.4290000012501 -7.464800000219042, 112.4290000012501 -7.464999999549548, 112.4292000005806 -7.466099999014943, 112.4292000005806 -7.466200000928495, 112.4292999988969 -7.46640000115832, 112.429500000026 -7.466300000144089, 112.4296999984572 -7.466200000928495, 112.4298000003707 -7.466200000928495, 112.4316999998562 -7.466300000144089, 112.4319999993015 -7.466300000144089, 112.4319999993015 -7.465900000583757, 112.4319999993015 -7.465599998440382, 112.4319999993015 -7.464999999549548, 112.4319999993015 -7.464000001997705, 112.4319999993015 -7.463399999509592, 112.4319999993015 -7.462900002532308, 112.4319999993015 -7.462600000388875, 112.4319999993015 -7.462400000159051, 112.4319999993015 -7.462199999929226, 112.4319999993015 -7.461899999584489, 112.4319999993015 -7.46109999956451, 112.4319999993015 -7.460800000119094, 112.4319999993015 -7.460200000328939))"
KAUMAN,KAUMAN,"PRAJURIT KULON","KOTA MOJOKERTO","JAWA TIMUR",-7.46325,112.4302,"POINT(112.4302 -7.46325)","Polygon Tersedia",
KRANGGAN,,,,,,,,,"POLYGON((112.4438999994865 -7.477600001438134, 112.4435000017247 -7.477600001438134, 112.4430000002509 -7.477600001438134, 112.4418999998861 -7.477600001438134, 112.4397000000561 -7.477600001438134, 112.4397000000561 -7.476900000633691, 112.439399998812 -7.476900000633691, 112.4389000009353 -7.477000001647979, 112.4384000012601 -7.477000001647979, 112.4384000012601 -7.476500001073362, 112.4375000002259 -7.476500001073362, 112.4376999995563 -7.475099998565271, 112.4376999995563 -7.474900000134084, 112.4384000012601 -7.474800001817812, 112.4384000012601 -7.474599998890028, 112.4382999975479 -7.474500000573754, 112.4382000010303 -7.474500000573754, 112.4376999995563 -7.474399998660203, 112.4375000002259 -7.474399998660203, 112.4370999997662 -7.474300000343931, 112.4367000020045 -7.474200000229018, 112.4367000020045 -7.474100001013426, 112.4367000020045 -7.473999999099874, 112.4367000020045 -7.472699999404653, 112.4365000017747 -7.472699999404653, 112.4360000003009 -7.472699999404653, 112.4358000009703 -7.472699999404653, 112.4354999997263 -7.472600001088381, 112.4347000006056 -7.472600001088381, 112.4336999976579 -7.472600001088381, 112.4319999993015 -7.472399998160597, 112.4319999993015 -7.473999999099874, 112.4319999993015 -7.475699998355423, 112.4319999993015 -7.475900003081848, 112.4318999982873 -7.475900003081848, 112.431499998727 -7.475900003081848, 112.4310000017497 -7.475900003081848, 112.4310000017497 -7.476500001073362, 112.4310000017497 -7.476700000403866, 112.4308999989369 -7.476799997820818, 112.4310000017497 -7.476799997820818, 112.4310000017497 -7.477000001647979, 112.431100000066 -7.477100000863572, 112.4310000017497 -7.477100000863572, 112.4308999989369 -7.477200001877804, 112.4308999989369 -7.477499999524525, 112.431100000066 -7.477499999524525, 112.4312000019795 -7.477499999524525, 112.4312999993965 -7.47780000076864, 112.4312999993965 -7.477899997286215, 112.4312000019795 -7.478100002012694, 112.431499998727 -7.478100002012694, 112.4316999998562 -7.478100002012694, 112.4319999993015 -7.478000000998463, 112.4317999999711 -7.478100002012694, 112.4316000006405 -7.4783000013432, 112.431499998727 -7.478399999659473, 112.4312999993965 -7.478399999659473, 112.431100000066 -7.478500000673705, 112.4308999989369 -7.478500000673705, 112.4307999979226 -7.478500000673705, 112.4307000005057 -7.478599999889298, 112.4307000005057 -7.47870000090353, 112.4307000005057 -7.478799999219802, 112.4307000005057 -7.479300000693684, 112.4307000005057 -7.479899998685198, 112.4307000005057 -7.480199999929255, 112.4307000005057 -7.480300001842807, 112.4305999985921 -7.480400000159078, 112.4303000009453 -7.480500002072631, 112.4300000006006 -7.480599999489584, 112.4296999984572 -7.480500002072631, 112.429500000026 -7.480500002072631, 112.4294000008105 -7.480400000159078, 112.4292000005806 -7.480099998015703, 112.4291000004657 -7.48000000059875, 112.4288999993365 -7.479899998685198, 112.4288000010202 -7.479899998685198, 112.4287000000061 -7.479899998685198, 112.4285999980925 -7.48000000059875, 112.4285999980925 -7.480300001842807, 112.4285999980925 -7.480500002072631, 112.4285000006755 -7.480999999949233, 112.4283000013451 -7.481499998725155, 112.4281000011152 -7.482399999759365, 112.4278000007705 -7.483699999454586, 112.4281000011152 -7.483800001368138, 112.4301999990317 -7.484299998345421, 112.4303000009453 -7.484299998345421, 112.4307999979226 -7.484400000258972, 112.431100000066 -7.484400000258972, 112.431100000066 -7.484499998575245, 112.4312000019795 -7.484499998575245, 112.4312999993965 -7.484499998575245, 112.4312000019795 -7.48490000173291, 112.4316999998562 -7.484999999149863, 112.4317999999711 -7.484999999149863, 112.4325000007755 -7.485100000164095, 112.4329999986521 -7.485199999379687, 112.4330999996663 -7.485199999379687, 112.4332000006806 -7.48530000129324, 112.4332999998961 -7.485500000623745, 112.433400002709 -7.48569999995425, 112.433400002709 -7.485800001867801, 112.433400002709 -7.485900000184074, 112.4332999998961 -7.485900000184074, 112.4332000006806 -7.485900000184074, 112.4330999996663 -7.486000001198305, 112.4332000006806 -7.486200001428131, 112.4332000006806 -7.486399999859316, 112.4332000006806 -7.486699998405413, 112.4332000006806 -7.486799999419644, 112.4330999996663 -7.486900001333197, 112.4330999996663 -7.48700000054879, 112.4330999996663 -7.487100001563021, 112.4334999992267 -7.487199998979974, 112.4345000012751 -7.487500002022671, 112.4346000004907 -7.487500002022671, 112.4351000010653 -7.487599998540305, 112.4351999984822 -7.487599998540305, 112.4353000003957 -7.487599998540305, 112.4362999988469 -7.48789999978436, 112.4363999998611 -7.48789999978436, 112.4365000017747 -7.487799998770129, 112.4365000017747 -7.487599998540305, 112.4365000017747 -7.487300000893526, 112.4365000017747 -7.48700000054879, 112.4365000017747 -7.486799999419644, 112.4365000017747 -7.48660000008914, 112.4365000017747 -7.486499999974228, 112.4363999998611 -7.486399999859316, 112.4365000017747 -7.48569999995425, 112.4365999991917 -7.484999999149863, 112.4365999991917 -7.484800000718678, 112.4367000020045 -7.484200000928467, 112.4365999991917 -7.484099999014916, 112.4363999998611 -7.483899999684412, 112.4365000017747 -7.483199998880026, 112.4363999998611 -7.482500001672918, 112.4365000017747 -7.4816999998543, 112.4386000005906 -7.48209999851531, 112.4387000016048 -7.48209999851531, 112.4389000009353 -7.481899999184805, 112.4395000007255 -7.481800000868532, 112.4398000019696 -7.4816999998543, 112.4398000019696 -7.481600001538028, 112.4399000002859 -7.481600001538028, 112.4409000005356 -7.4816999998543, 112.442000002699 -7.481800000868532, 112.4426999990068 -7.481800000868532, 112.4437999975729 -7.481899999184805, 112.4437999975729 -7.480999999949233, 112.4437999975729 -7.480599999489584, 112.4437999975729 -7.480199999929255, 112.4437999975729 -7.479800000368925, 112.4437999975729 -7.478900000234034, 112.4438999994865 -7.478199999429648, 112.4438999994865 -7.477600001438134))"
KRANGGAN,KRANGGAN,KRANGGAN,"KOTA MOJOKERTO","JAWA TIMUR",-7.48015,112.43585,"POINT(112.43585 -7.48015)","Polygon Tersedia",
